learner_id,department,region,role_family,employee_band,training_type,enrolment_date,prior_python_score,course_minutes,engagement_score,manager_support_score,support_tickets_last_30d,completion_days,completed_on_time,enrolment_date_parsed,enrolment_date_invalid_flag,prior_python_score_invalid_flag,engagement_score_invalid_flag,course_minutes_invalid_flag,manager_support_score_invalid_flag,support_tickets_last_30d_invalid_flag,completion_days_invalid_flag,prior_python_score_missing_flag,course_minutes_missing_flag,engagement_score_missing_flag,manager_support_score_missing_flag,support_tickets_last_30d_missing_flag,completion_days_missing_flag,department_missing_flag,region_missing_flag,role_family_missing_flag,employee_band_missing_flag,training_type_missing_flag,prior_python_score_zscore,course_minutes_zscore,engagement_score_zscore,support_tickets_last_30d_zscore,dept_customer support,dept_finance,dept_hr,dept_it,dept_operations,dept_sales,dept_unknown,region_birmingham,region_bristol,region_cardiff,region_edinburgh,region_leeds,region_london,region_manchester,region_remote,region_unknown,training_ai awareness,training_data literacy,training_ml foundations,training_python basics,training_responsible ai
L10030,finance,cardiff,manager,b,ml foundations,2026-01-27,77.9,60.5,66.5,4.0,3.0,7.0,1,2026-01-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4626755548686832,-1.4598494225568845,0.03255313043419293,0.6062415855161165,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
L10288,it,bristol,associate,a,data literacy,2026-02-14,64.8,98.5,74.5,2.0,1.0,13.0,1,2026-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6927122653400485,-0.6946623398853279,0.4841572520646141,-0.7981790759111805,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L10215,customer support,remote,associate,b,data literacy,2026-01-18,64.1,121.4,19.0,1.0,4.0,13.0,0,2026-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6515691888003504,-0.23353644006483695,-2.6488463417464327,1.308451916229765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10106,it,leeds,manager,a,ai awareness,2026-02-21,45.0,112.8,60.9,1.0,4.0,13.0,0,2026-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4710490424971233,-0.40671035877471573,-0.28356975470710194,1.308451916229765,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
L10166,customer support,leeds,coordinator,b,ai awareness,2026-02-24,70.3,89.1,57.4,3.0,2.0,17.0,0,2026-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0159792952948186,-0.8839454603356605,-0.48114655792041117,-0.095968745197532,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
L10128,customer support,bristol,manager,c,ai awareness,2026-03-03,61.6,94.5,84.4,5.0,1.0,8.0,1,2026-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5046296297300008,-0.775208348587597,1.0430173525822606,-0.7981790759111805,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
L10589,operations,birmingham,manager,d,python basics,2026-03-03,62.9,96.2,100.0,5.0,4.0,9.0,1,2026-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5810382004465826,-0.7409762948891325,1.9236453897615815,1.308451916229765,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
L10555,operations,birmingham,technician,b,data literacy,2026-01-14,46.3,116.3,75.6,4.0,1.0,22.0,1,2026-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3946404717805415,-0.3362326011602303,0.5462528187887966,-0.7981790759111805,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10379,hr,bristol,analyst,a,responsible ai,2026-03-15,13.3,128.1,68.1,2.0,2.0,4.0,1,2026-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.334242651509161,-0.09862187548853639,0.12287395476027684,-0.095968745197532,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L10512,finance,manchester,manager,a,python basics,2026-03-13,67.8,87.6,77.7,2.0,2.0,14.0,1,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8690397362244685,-0.9141502135990114,0.6647989007167827,-0.095968745197532,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L10090,finance,remote,coordinator,b,ai awareness,2026-02-16,64.0,60.8,82.7,4.0,1.0,12.0,1,2026-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6456916064375366,-1.4538084719042144,0.9470514767357959,-0.7981790759111805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10525,finance,manchester,associate,a,ml foundations,2026-03-17,75.4,153.1,77.2,4.0,1.0,16.0,1,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315735995798333,0.4047906789006457,0.6365736431148814,-0.7981790759111805,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
L10450,hr,remote,manager,c,python basics,2026-03-10,35.8,89.7,51.5,5.0,3.0,10.0,1,2026-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0117866198760115,-0.8718635590303199,-0.8142045976228467,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
L10112,operations,birmingham,manager,b,data literacy,2026-02-12,42.9,233.1,54.9,1.0,2.0,17.0,1,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5944782721162174,2.0157108529460284,-0.6222728459299178,-0.095968745197532,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10295,finance,remote,technician,d,ml foundations,2026-03-17,88.0,250.0,57.4,1.0,1.0,8.0,1,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0563113735128966,2.3560177397131152,-0.48114655792041117,-0.7981790759111805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10361,customer support,remote,coordinator,b,data literacy,2026-02-26,28.1,128.6,62.8,2.0,3.0,26.0,0,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4643604618126893,-0.08855362440075275,-0.176313775819877,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10283,sales,birmingham,analyst,a,data literacy,2026-02-21,29.8,130.9,71.9,4.0,5.0,10.0,0,2026-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3644415616448513,-0.042239669396947774,0.3373859125347275,2.0106622469434137,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10316,it,cardiff,manager,c,ml foundations,2026-02-04,59.3,152.6,78.9,1.0,2.0,24.0,1,2026-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3694452353852785,0.39472242781286204,0.7325395189613461,-0.095968745197532,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
L10549,operations,manchester,manager,b,data literacy,2026-03-01,89.9,50.8,65.0,5.0,5.0,16.0,1,2026-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167985438406363,-1.6551734936598872,-0.052122642371511034,2.0106622469434137,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
L10414,finance,leeds,technician,a,ai awareness,2026-04-01,61.4,113.5,66.5,5.0,2.0,7.0,0,2026-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4928744650043726,-0.3926148072518186,0.03255313043419293,-0.095968745197532,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
L10006,customer support,cardiff,coordinator,c,python basics,2026-01-21,50.5,175.3,100.0,1.0,0.0,6.0,1,2026-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14778201254235332,0.8518210271982397,1.9236453897615815,-1.5003894066248291,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
L10422,hr,unknown,specialist,a,ai awareness,2026-01-31,61.4,191.6,57.6,5.0,1.0,16.0,1,2026-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4928744650043726,1.180046012659986,-0.4698564548796505,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10519,sales,unknown,associate,a,data literacy,2026-03-26,30.6,144.8,85.2,1.0,3.0,17.0,0,2026-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3174209027423394,0.23765771084343756,1.0881777647453026,0.6062415855161165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10400,operations,leeds,manager,c,ai awareness,2026-02-02,55.8,121.3,60.2,3.0,2.0,25.0,0,2026-02-02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16372985268678852,-0.23555009028239385,-0.32308511534976353,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
L10195,sales,bristol,associate,b,data literacy,not recorded,30.9,140.1,44.2,2.0,2.0,17.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2997881556538975,0.143016150618271,-1.2262933586106057,-0.095968745197532,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L10189,hr,unknown,analyst,a,responsible ai,2026-02-25,17.8,158.1,59.0,1.0,3.0,6.0,0,2026-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.069751445182531,0.5054731897784821,-0.3908257335943269,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L10132,customer support,bristol,manager,b,python basics,2026-02-12,38.5,80.8,73.3,1.0,2.0,8.0,1,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8530918960800333,-1.0510784283928687,0.41641663382005073,-0.095968745197532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
L10238,operations,remote,analyst,a,ml foundations,2026-03-06,61.3,152.8,68.3,3.0,2.0,17.0,1,2026-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48699688264155855,0.39874972824797583,0.13416405780103752,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10458,operations,london,technician,a,data literacy,2026-03-16,36.7,97.7,95.3,1.0,1.0,16.0,1,2026-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9588883786106852,-0.7107715416257816,1.6583279683037089,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10318,it,birmingham,analyst,c,ml foundations,2026-01-13,66.8,121.3,57.9,2.0,1.0,0.0,1,2026-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8102639125963286,-0.23555009028239385,-0.45292130031850986,-0.7981790759111805,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L10194,finance,remote,associate,b,ml foundations,2026-03-18,81.3,82.7,87.6,5.0,0.0,9.0,1,2026-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6625133552043585,-1.0128190742592909,1.2236590012344284,-1.5003894066248291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10141,it,birmingham,manager,c,ml foundations,2026-01-22,53.4,148.7,74.4,4.0,1.0,19.0,1,2026-01-22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,0.3161900693281495,0.4785122005442341,-0.7981790759111805,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L10047,it,london,coordinator,c,responsible ai,2026-03-02,73.4,112.5,78.2,2.0,3.0,8.0,1,2026-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1981843485420531,-0.41275130942738586,0.693024158318684,0.6062415855161165,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10210,operations,leeds,analyst,a,data literacy,2026-03-28,76.4,125.6,31.1,4.0,1.0,13.0,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3745118194264732,-0.1489631309274546,-1.9657951077804205,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L10553,sales,unknown,analyst,d,ml foundations,2026-03-04,58.0,236.3,39.5,2.0,0.0,11.0,0,2026-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2930366646686967,2.080147659907844,-1.4916107800684784,-1.5003894066248291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
L10401,it,unknown,manager,b,ml foundations,2026-01-21,53.4,125.2,77.0,1.0,2.0,20.0,0,2026-01-21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.022667875979252593,-0.15701773179768133,0.6252835400741207,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
L10178,operations,unknown,associate,c,ai awareness,2026-02-15,54.1,120.6,69.6,3.0,2.0,17.0,1,2026-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06381095251895076,-0.249645641805291,0.2075497275659808,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10580,it,leeds,associate,c,data literacy,2026-01-15,48.3,58.1,53.5,3.0,3.0,18.0,0,2026-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2770888245242615,-1.5081770277782462,-0.7013035672152415,0.6062415855161165,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L10439,customer support,london,coordinator,c,responsible ai,2026-02-13,41.9,156.9,53.7,4.0,3.0,11.0,0,2026-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6532540957443574,0.4813093871678016,-0.6900134641744807,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10155,finance,cardiff,associate,b,python basics,not recorded,85.7,84.0,46.3,4.0,2.0,14.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9211269791681749,-0.9866416214310534,-1.1077472766826206,-0.095968745197532,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
L10322,finance,remote,analyst,b,ml foundations,2026-02-08,26.4,147.8,66.5,5.0,0.0,21.0,0,2026-02-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.5642793619805275,0.2980672173701394,0.03255313043419293,-1.5003894066248291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10070,hr,remote,specialist,b,ai awareness,2026-02-25,56.6,182.6,57.3,2.0,1.0,20.0,1,2026-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21075051158930078,0.9988174930798805,-0.48679160944079153,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10021,hr,london,analyst,d,ml foundations,2026-01-10,62.8,61.3,45.5,4.0,3.0,8.0,1,2026-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5751606180837685,-1.4437402208164307,-1.1529076888456626,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L10138,finance,unknown,associate,d,ai awareness,2026-01-05,62.8,243.7,45.1,5.0,3.0,20.0,0,2026-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5751606180837685,2.229157776007041,-1.1754878949271836,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10259,finance,unknown,manager,a,data literacy,2026-01-18,57.7,139.1,57.2,1.0,5.0,19.0,0,2026-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27540391758025484,0.12287964844270372,-0.4924366609611715,2.0106622469434137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10038,hr,manchester,technician,b,data literacy,2026-01-10,75.3,80.6,91.4,3.0,1.0,21.0,1,2026-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3098584134355185,-1.0551057288279824,1.4381709590088791,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
L10330,operations,manchester,manager,b,ml foundations,2026-02-14,38.4,86.6,83.6,4.0,3.0,22.0,1,2026-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8589694784428474,-0.9342867157745787,0.9978569404192178,0.6062415855161165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
L10561,sales,birmingham,specialist,a,ai awareness,2026-02-06,31.3,92.1,31.3,5.0,3.0,12.0,0,2026-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2762778262026413,-0.8235359538089586,-1.9545050047396602,0.6062415855161165,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
L10063,hr,london,analyst,a,python basics,2026-01-11,44.9,253.2,52.5,4.0,4.0,20.0,0,2026-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4769266248599374,2.4204545466749305,-0.7577540824190441,1.308451916229765,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
L10123,sales,unknown,coordinator,c,responsible ai,2026-01-11,53.4,146.7,66.6,4.0,4.0,13.0,1,2026-01-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.022667875979252593,0.27591706497701496,0.03819818195457288,1.308451916229765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
L10273,operations,remote,analyst,c,ml foundations,2026-03-02,44.8,80.5,41.6,3.0,4.0,23.0,0,2026-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4828042072227515,-1.0571193790455389,-1.3730646981404928,1.308451916229765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10004,it,remote,specialist,a,ml foundations,2026-02-14,43.8,60.3,59.4,3.0,2.0,22.0,1,2026-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5415800308508915,-1.463876722991998,-0.3682455275128059,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10150,it,london,associate,c,ml foundations,2026-03-21,93.3,87.1,58.4,5.0,1.0,19.0,1,2026-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3678232387420386,-0.924218464686795,-0.42469604271660855,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L10160,customer support,bristol,analyst,d,responsible ai,2026-01-20,40.2,83.6,51.8,5.0,1.0,14.0,1,2026-01-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7531729959121952,-0.9946962223012804,-0.7972694430617061,-0.7981790759111805,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L10415,it,unknown,associate,a,ai awareness,2026-01-19,66.9,113.7,46.2,5.0,1.0,13.0,0,2026-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.816141494959143,-0.38858750681670506,-1.1133923282030005,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10557,hr,birmingham,manager,c,data literacy,2026-01-20,46.5,250.3,80.1,1.0,2.0,20.0,1,2026-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38288530705491336,2.362058690365786,0.8002801372059085,-0.095968745197532,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10074,operations,manchester,specialist,a,responsible ai,2026-03-15,68.0,129.2,59.9,2.0,2.0,18.0,1,2026-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8807949009500967,-0.0764717230954125,-0.34002026991090456,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L10145,hr,london,manager,b,ml foundations,2026-03-26,29.3,61.1,61.3,3.0,3.0,10.0,0,2026-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3938294734589214,-1.4477675212515444,-0.260989548625581,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L10218,hr,birmingham,technician,c,data literacy,2026-03-05,57.6,59.2,51.5,2.0,1.0,12.0,0,2026-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2695263352174408,-1.486026875385122,-0.8142045976228467,-0.7981790759111805,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10185,customer support,remote,analyst,b,ai awareness,2026-03-20,39.0,87.9,56.3,1.0,2.0,11.0,0,2026-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8237039842659634,-0.9081092629463409,-0.5432421246445942,-0.095968745197532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10554,hr,cardiff,analyst,a,python basics,2026-03-25,33.4,134.6,64.7,5.0,2.0,22.0,1,2026-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1528485965835475,0.032265388652650946,-0.06905779693265167,-0.095968745197532,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
L10594,it,birmingham,technician,a,responsible ai,15/02/2026,46.7,72.7,74.4,4.0,0.0,20.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37113014232928515,-1.2141840960149637,0.4785122005442341,-1.5003894066248291,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
L10289,customer support,birmingham,specialist,a,ai awareness,2026-03-06,56.1,112.4,52.1,1.0,3.0,10.0,0,2026-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18136259977523075,-0.4147649596449425,-0.7803342885005651,0.6062415855161165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
L10404,finance,remote,associate,c,ai awareness,2026-03-17,46.0,125.55,32.9,2.0,1.0,15.0,0,2026-03-17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4122732188689833,-0.1499699560362329,-1.864184180413576,-0.7981790759111805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10499,it,bristol,analyst,b,data literacy,2026-03-29,14.9,145.1,48.8,3.0,1.0,19.0,0,2026-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2402013337041375,0.24369866149610742,-0.966620988673114,-0.7981790759111805,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L10078,finance,bristol,technician,a,responsible ai,2026-03-06,38.9,242.4,53.9,3.0,2.0,14.0,0,2026-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8295815666287775,2.2029803231788043,-0.6787233611337204,-0.095968745197532,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
L10489,sales,remote,specialist,b,ai awareness,2026-02-21,60.4,185.7,90.4,1.0,3.0,6.0,1,2026-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4340986413762326,1.061240649824139,1.3817204438050763,0.6062415855161165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10468,sales,london,associate,b,responsible ai,2026-02-03,39.9,184.3,75.0,2.0,3.0,19.0,0,2026-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7708057430006374,1.0330495467783452,0.5123825096665154,0.6062415855161165,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10170,it,bristol,analyst,a,python basics,2026-03-24,20.0,173.5,71.4,1.0,1.0,10.0,0,2026-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9404446332006233,0.8155753232822184,0.3091606549328262,-0.7981790759111805,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
L10026,finance,cardiff,manager,b,responsible ai,2026-02-03,37.6,110.7,69.1,2.0,1.0,18.0,0,2026-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9059901373453593,-0.4489970133434069,0.17932446996407947,-0.7981790759111805,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
L10114,sales,remote,analyst,c,data literacy,2026-01-24,51.1,170.0,70.3,3.0,6.0,14.0,1,2026-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11251651836546925,0.7450975656677329,0.2470650882086428,2.712872577657062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10321,finance,london,technician,a,ai awareness,2026-03-10,75.8,68.5,32.6,2.0,1.0,21.0,0,2026-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3392463252495885,-1.2987574051523463,-1.8811193349747166,-0.7981790759111805,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10257,it,unknown,associate,b,data literacy,2026-02-06,56.3,89.4,45.4,1.0,2.0,16.0,0,2026-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19311776450085852,-0.8779045096829899,-1.158552740366043,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10426,sales,london,coordinator,d,ai awareness,2026-02-20,47.0,145.0,59.6,3.0,3.0,18.0,0,2026-02-20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.35349739524084334,0.2416850112785508,-0.3569554244720452,0.6062415855161165,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10490,operations,unknown,manager,a,data literacy,2026-02-12,39.6,242.6,60.4,1.0,1.0,21.0,0,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.7884384900890793,2.2070076236139173,-0.31179501230900325,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10428,hr,remote,manager,a,python basics,2026-01-14,60.5,144.5,82.7,5.0,3.0,13.0,1,2026-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4399762237390467,0.23161676019076716,0.9470514767357959,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
