request_id,request_channel,service_area,request_type,customer_segment,priority_at_submission,request_age_hours_at_triage,previous_tickets_90d,open_items_for_team,staff_available,attachments_count,has_clear_description,historical_team_delay_rate,requester_tenure_months,day_of_week,sla_breach_risk,post_resolution_hours_DO_NOT_USE,final_status_DO_NOT_USE
REQ-10211,Portal,Finance,Access,External supplier,Standard,23.1,3,45,11,0,1,0.13,34.0,Wed,0,25.7,Resolved on time
REQ-10212,Email,IT,Policy query,Internal,Standard,7.1,0,54,8,1,1,0.051,50.0,Tue,0,35.2,Auto closed
REQ-10213,Portal,Facilities,Procurement,Internal,Urgent,13.8,2,19,11,1,1,0.413,28.0,Fri,1,54.1,Resolved late
REQ-10214,Email,Facilities,Access,Internal,Standard,18.6,2,40,7,3,1,0.349,34.0,Fri,1,71.8,Escalated late
REQ-10215,Chat,Facilities,Hardware,External supplier,Standard,29.5,4,23,6,0,0,0.638,66.0,Wed,1,57.3,Escalated late
REQ-10216,Portal,IT,Data report,Internal,Standard,7.1,1,46,11,0,1,0.303,52.0,Tue,1,65.8,Escalated late
REQ-10217,Phone,IT,System issue,Key client,Low,10.3,2,65,6,0,1,0.127,35.0,Thu,1,75.5,Resolved late
REQ-10218,Email,Data,Data report,Partner,Standard,11.4,1,35,7,1,0,0.34,42.0,Tue,0,52.5,Resolved on time
REQ-10219,Portal,HR,Policy query,External supplier,Urgent,16.6,1,44,9,0,1,0.318,34.0,Thu,0,34.0,Resolved on time
REQ-10220,Chat,HR,Procurement,Internal,Standard,11.9,1,53,5,0,1,0.374,16.0,Fri,1,48.2,Resolved late
REQ-10221,Portal,Finance,Hardware,Partner,Low,21.2,1,13,9,1,1,0.284,7.0,Wed,0,20.3,Resolved on time
REQ-10222,Portal,Facilities,Procurement,External supplier,Standard,3.0,2,35,9,0,1,0.45,77.0,Mon,0,43.4,Resolved on time
REQ-10223,Chat,Data,Payroll,Internal,Urgent,13.1,2,47,10,1,0,0.206,22.0,Wed,1,52.5,Resolved late
REQ-10224,Chat,HR,Hardware,Partner,Standard,39.0,1,8,9,1,1,0.339,29.0,Fri,0,28.9,Resolved on time
REQ-10225,Email,Data,Access,Internal,Standard,12.0,3,28,10,3,1,0.219,110.0,Tue,1,73.8,Escalated late
REQ-10226,Portal,IT,Payroll,,Urgent,19.3,0,57,7,1,1,0.262,20.0,Fri,1,55.3,Resolved late
REQ-10227,Portal,Finance,System issue,Internal,Standard,26.6,1,56,6,2,1,0.227,33.0,Tue,0,22.9,Resolved on time
REQ-10228,Portal,Facilities,Access,Internal,Standard,18.8,2,47,12,1,1,0.324,68.0,Thu,0,29.2,Resolved on time
REQ-10229,Email,IT,Procurement,Internal,Low,46.6,0,54,4,0,0,0.353,85.0,Thu,1,68.3,Resolved late
REQ-10230,Email,IT,Data report,Internal,Low,15.4,2,45,5,1,1,0.376,45.0,Mon,1,55.2,Resolved late
REQ-10231,Chat,HR,Data report,Internal,Urgent,21.9,0,50,9,1,1,0.208,65.0,Mon,1,66.4,Escalated late
REQ-10232,Chat,Data,System issue,,Standard,17.1,0,38,11,2,1,0.294,32.0,Fri,0,23.0,Auto closed
REQ-10233,Chat,Finance,System issue,Internal,Standard,34.1,2,44,8,1,1,0.244,7.0,Thu,1,53.5,Resolved late
REQ-10234,Chat,Data,System issue,Internal,Standard,10.7,0,33,9,0,1,0.145,62.0,Thu,0,29.3,Auto closed
REQ-10235,Phone,Facilities,Access,Key client,Low,49.0,1,60,4,3,1,0.192,35.0,Tue,1,76.2,Resolved late
REQ-10236,Phone,Finance,Procurement,Key client,Standard,8.8,2,63,7,3,1,0.351,30.0,Mon,0,28.1,Auto closed
REQ-10237,Phone,Facilities,Data report,Internal,Low,41.4,0,61,4,0,0,0.547,28.0,Tue,1,55.0,Escalated late
REQ-10238,Portal,IT,Hardware,External supplier,Standard,6.4,1,36,9,0,1,0.148,50.0,Wed,0,27.1,Resolved on time
REQ-10239,Portal,IT,Access,Internal,Standard,22.4,0,29,4,1,1,0.254,50.0,Thu,1,66.4,Escalated late
REQ-10240,Email,Data,Hardware,Partner,Low,14.5,2,60,5,1,1,0.514,36.0,Tue,1,69.7,Resolved late
REQ-10241,Portal,Facilities,Procurement,Internal,Low,26.2,1,50,9,0,1,0.147,44.0,Tue,0,47.3,Auto closed
REQ-10242,Email,IT,Payroll,Partner,Standard,19.6,2,47,10,1,1,0.199,19.0,Tue,1,90.4,Resolved late
REQ-10243,Email,Finance,Access,External supplier,Low,25.3,1,33,7,1,1,0.351,32.0,Fri,1,63.3,Resolved late
REQ-10244,Portal,Finance,System issue,Partner,Low,6.2,2,48,9,1,1,0.345,20.0,Thu,0,26.2,Resolved on time
REQ-10245,Portal,Data,Policy query,Key client,Standard,3.5,1,27,9,0,1,0.677,19.0,Fri,0,30.4,Resolved on time
REQ-10246,Email,Finance,Hardware,Key client,Standard,5.4,1,51,7,0,1,0.283,42.0,Mon,1,52.8,Resolved late
REQ-10247,Phone,HR,Policy query,Internal,Standard,5.3,0,61,5,0,1,0.31,37.0,Wed,1,61.2,Resolved late
REQ-10248,Chat,HR,Access,Key client,Low,6.2,2,65,9,1,1,0.288,28.0,Wed,0,25.7,Resolved on time
REQ-10249,Email,HR,Policy query,Partner,Urgent,9.2,1,52,9,1,1,0.32,31.0,Wed,0,47.2,Resolved on time
REQ-10250,Email,Facilities,Policy query,External supplier,Standard,9.2,1,23,9,1,1,0.064,44.0,Tue,1,62.4,Escalated late
REQ-10251,Email,Data,Access,Internal,Low,14.7,0,45,8,4,1,0.341,50.0,Mon,0,53.1,Resolved on time
REQ-10252,Phone,Finance,System issue,Internal,Standard,7.5,3,72,5,1,0,0.277,46.0,Mon,1,69.2,Escalated late
REQ-10253,Phone,IT,Policy query,Key client,Low,8.0,3,30,9,2,1,0.536,13.0,Thu,1,67.9,Resolved late
REQ-10254,Email,IT,Policy query,Internal,Standard,12.5,2,41,7,3,1,0.204,9.0,Wed,1,50.8,Resolved late
REQ-10255,Phone,Facilities,Policy query,Internal,Low,28.6,2,62,7,0,1,0.222,23.0,Mon,0,38.3,Resolved on time
REQ-10256,Email,Facilities,Procurement,Internal,Low,10.6,6,51,7,0,1,0.546,9.0,Tue,0,61.9,Resolved on time
REQ-10257,Portal,IT,Access,Partner,Standard,14.0,1,77,6,1,1,0.11,72.0,Fri,1,56.3,Escalated late
REQ-10258,Chat,IT,System issue,Internal,Urgent,15.7,0,32,9,0,1,,31.0,Wed,1,72.5,Resolved late
REQ-10259,Email,Finance,Data report,Internal,Low,6.8,3,28,5,1,1,0.15,17.0,Fri,0,21.7,Resolved on time
REQ-10260,Email,IT,Data report,Internal,Low,11.3,2,59,6,3,1,0.393,30.0,Mon,0,24.0,Resolved on time
REQ-10261,Portal,Data,Payroll,External supplier,Urgent,8.6,2,25,7,0,0,0.153,11.0,Mon,0,31.1,Resolved on time
REQ-10262,Portal,HR,Data report,Key client,Urgent,26.9,1,39,11,0,1,0.294,17.0,Wed,1,55.2,Resolved late
REQ-10263,Chat,IT,Access,Internal,Standard,25.4,1,41,10,2,1,0.108,29.0,Thu,1,53.6,Resolved late
REQ-10264,Chat,Data,System issue,Internal,Low,7.9,0,57,4,3,1,0.102,27.0,Fri,1,55.2,Escalated late
REQ-10265,Email,IT,Access,Key client,Standard,13.8,1,51,10,1,1,0.544,29.0,Wed,1,64.9,Resolved late
REQ-10266,Email,HR,System issue,Internal,Low,21.9,1,48,10,0,1,0.19,45.0,Tue,0,44.7,Resolved on time
REQ-10267,Phone,IT,System issue,Key client,Low,18.2,1,36,5,3,1,0.342,57.0,Wed,1,65.9,Resolved late
REQ-10268,Email,IT,Procurement,Internal,Standard,19.5,0,59,2,0,1,0.307,38.0,Tue,1,66.7,Resolved late
REQ-10269,Chat,IT,Procurement,External supplier,Standard,6.8,0,90,7,2,1,0.381,58.0,Mon,1,59.4,Escalated late
REQ-10270,Phone,IT,Payroll,Internal,Standard,40.4,1,52,10,0,1,0.258,27.0,Mon,1,51.9,Resolved late
REQ-10271,Email,IT,Policy query,Key client,Standard,9.1,1,43,11,2,1,0.268,62.0,Thu,0,30.7,Resolved on time
REQ-10272,Phone,IT,System issue,Internal,Standard,8.9,1,24,6,2,1,0.526,38.0,Thu,0,33.5,Resolved on time
REQ-10273,Email,Finance,Payroll,External supplier,Standard,4.8,2,33,11,2,0,0.547,54.0,Mon,1,73.4,Escalated late
REQ-10274,Portal,Facilities,Access,External supplier,Standard,12.9,1,39,3,2,1,0.327,27.0,Wed,0,56.6,Resolved on time
REQ-10275,Portal,HR,Hardware,Partner,Urgent,30.6,1,35,7,0,1,0.199,37.0,Fri,0,35.9,Resolved on time
REQ-10276,Portal,HR,Procurement,Internal,Standard,18.0,1,42,7,1,1,0.345,91.0,Fri,0,43.7,Resolved on time
REQ-10277,Phone,Finance,Policy query,Internal,Standard,13.6,3,67,10,0,1,0.132,37.0,Wed,1,47.8,Resolved late
REQ-10278,Portal,Data,System issue,Partner,Low,24.2,2,59,10,1,1,0.368,56.0,Mon,1,57.2,Resolved late
REQ-10279,Chat,Data,Hardware,Partner,Low,30.1,3,40,9,3,1,0.569,60.0,Thu,0,31.4,Resolved on time
REQ-10280,Chat,IT,System issue,Internal,Standard,25.4,0,25,5,2,1,0.252,48.0,Wed,1,65.6,Resolved late
REQ-10281,Portal,IT,Payroll,Internal,Low,2.6,2,61,9,2,1,0.667,53.0,Fri,1,85.2,Resolved late
REQ-10282,Email,IT,System issue,Internal,Standard,24.3,0,41,9,1,0,0.313,27.0,Wed,1,63.2,Resolved late
REQ-10283,Phone,IT,Hardware,Partner,Standard,20.0,1,18,4,0,0,0.405,23.0,Thu,1,49.3,Escalated late
REQ-10284,Chat,Finance,Data report,Key client,Low,7.7,1,52,3,0,1,0.453,20.0,Wed,1,66.9,Resolved late
REQ-10285,Email,HR,Policy query,Key client,Low,20.1,0,56,10,0,0,0.284,44.0,Wed,1,56.6,Resolved late
REQ-10286,Portal,IT,Hardware,Key client,Standard,30.6,0,8,7,1,0,0.135,36.0,Tue,0,37.6,Resolved on time
REQ-10287,Portal,HR,System issue,Internal,Urgent,9.4,0,30,5,1,1,0.253,42.0,Wed,1,68.0,Resolved late
REQ-10288,Email,Finance,Policy query,Internal,Standard,26.6,2,40,7,1,1,0.344,18.0,Tue,1,49.1,Escalated late
REQ-10289,Phone,IT,Access,Internal,Standard,18.3,3,52,8,0,1,0.549,25.0,Wed,0,30.9,Resolved on time
REQ-10290,Portal,Data,Access,Partner,Low,0.5,1,35,7,3,1,0.237,56.0,Fri,1,59.3,Escalated late
REQ-10291,Phone,IT,Data report,Internal,Standard,14.4,3,30,4,3,1,0.341,39.0,Tue,0,35.0,Resolved on time
REQ-10292,Phone,Data,Payroll,Internal,Low,17.8,1,52,11,2,1,0.502,38.0,Wed,0,26.1,Resolved on time
REQ-10293,Phone,IT,Access,Internal,Standard,11.7,1,35,10,1,0,0.279,32.0,Fri,0,24.4,Resolved on time
REQ-10294,Portal,Data,Procurement,Internal,Standard,18.8,3,50,7,1,1,0.611,23.0,Mon,1,84.8,Escalated late
REQ-10295,Email,Data,System issue,Key client,Standard,13.3,2,26,7,0,0,0.236,63.0,Tue,1,61.9,Resolved late
REQ-10296,Phone,Data,Hardware,Internal,Standard,55.3,1,23,8,1,1,0.106,68.0,Wed,1,53.0,Resolved late
REQ-10297,Phone,Facilities,Payroll,Internal,Low,11.1,1,53,5,2,1,0.316,37.0,Wed,1,55.3,Escalated late
REQ-10298,Portal,Facilities,System issue,Partner,Low,7.9,2,46,8,1,1,0.178,12.0,Tue,1,85.9,Escalated late
REQ-10299,Chat,Facilities,Procurement,Internal,Standard,25.7,3,55,5,3,1,0.157,34.0,Thu,0,48.7,Resolved on time
REQ-10300,Email,Facilities,System issue,Internal,Urgent,12.2,1,35,7,0,1,0.33,71.0,Wed,1,54.6,Resolved late
REQ-10301,Chat,IT,Procurement,Internal,Low,13.8,3,31,5,1,1,0.275,25.0,Tue,1,52.0,Escalated late
REQ-10302,Email,Finance,Policy query,Partner,Standard,13.0,1,61,5,0,1,0.615,28.0,Wed,1,52.3,Resolved late
REQ-10303,Email,Finance,Data report,Internal,Standard,24.8,0,21,11,2,1,0.135,54.0,Fri,0,46.7,Resolved on time
REQ-10304,Portal,Data,Access,Partner,Low,6.1,3,60,8,1,1,0.158,28.0,Fri,1,56.1,Resolved late
REQ-10305,Email,Finance,System issue,External supplier,Low,26.5,1,60,8,0,1,0.466,36.0,Tue,1,50.1,Resolved late
REQ-10306,Email,HR,Procurement,Key client,Standard,21.2,2,54,3,0,1,0.121,10.0,Mon,1,55.6,Escalated late
REQ-10307,Email,Facilities,Access,,Standard,44.2,2,32,6,0,1,0.355,69.0,Mon,1,62.9,Escalated late
REQ-10308,Portal,HR,Access,Partner,Standard,16.8,1,31,8,2,0,0.133,52.0,Wed,0,30.8,Resolved on time
REQ-10309,Phone,IT,Data report,Internal,Standard,6.5,0,39,8,0,1,0.469,61.0,Thu,0,49.1,Auto closed
REQ-10310,Email,Finance,Access,Internal,Urgent,17.0,2,24,3,1,0,0.234,22.0,Mon,0,35.1,Resolved on time
REQ-10311,Portal,HR,Hardware,Internal,Standard,18.5,0,29,8,2,1,0.226,77.0,Wed,0,36.6,Resolved on time
REQ-10312,Phone,IT,Access,Internal,Urgent,32.4,2,51,8,2,1,0.243,34.0,Tue,1,70.7,Resolved late
REQ-10313,Email,HR,Procurement,Internal,Standard,6.5,4,51,10,2,0,0.275,64.0,Fri,1,69.9,Resolved late
REQ-10314,Email,HR,Payroll,Internal,Urgent,3.8,1,27,6,0,0,0.111,43.0,Thu,1,55.5,Resolved late
REQ-10315,Chat,HR,Procurement,Internal,Urgent,17.2,1,51,3,3,1,0.2,53.0,Wed,1,52.1,Escalated late
REQ-10316,Phone,HR,Hardware,Internal,Standard,45.4,0,48,6,1,1,0.086,45.0,Wed,1,62.2,Resolved late
REQ-10317,Portal,Facilities,Access,Key client,Standard,23.3,1,63,5,0,1,0.135,28.0,Mon,0,32.7,Resolved on time
REQ-10318,Phone,HR,Data report,External supplier,Urgent,24.2,0,50,9,2,1,,14.0,Wed,1,63.1,Resolved late
REQ-10319,Email,Data,Payroll,Internal,Standard,4.7,1,57,2,1,0,0.247,66.0,Tue,1,64.1,Resolved late
REQ-10320,Portal,Data,Data report,,Standard,15.3,3,49,7,1,1,0.57,,Mon,0,55.0,Auto closed
REQ-10321,Phone,Finance,Access,Internal,Standard,32.8,1,56,10,0,1,0.121,56.0,Tue,1,57.5,Resolved late
REQ-10322,Email,HR,Access,,Urgent,18.6,1,24,8,0,1,0.585,66.0,Thu,0,36.6,Resolved on time
REQ-10323,Phone,Finance,Hardware,Internal,Standard,3.6,2,40,9,3,1,0.309,16.0,Wed,0,24.0,Resolved on time
REQ-10324,Portal,Data,Procurement,Internal,Standard,15.1,1,41,4,1,1,0.483,29.0,Fri,1,53.6,Escalated late
REQ-10325,Phone,Facilities,Payroll,Internal,Standard,22.2,0,39,4,0,1,0.289,15.0,Tue,1,60.1,Resolved late
REQ-10326,Portal,Facilities,System issue,Internal,Urgent,13.9,0,48,10,1,0,0.527,26.0,Thu,1,52.8,Resolved late
REQ-10327,Portal,Finance,Payroll,Internal,Low,7.2,0,51,8,2,1,0.445,61.0,Wed,0,39.1,Resolved on time
REQ-10328,Email,Facilities,Procurement,Internal,Standard,26.2,0,47,8,0,1,0.242,53.0,Fri,0,37.1,Resolved on time
REQ-10329,Email,HR,Data report,Internal,Standard,10.7,2,40,5,1,1,0.125,49.0,Fri,1,54.7,Resolved late
REQ-10330,Phone,Facilities,Access,Internal,Urgent,19.9,1,32,8,0,1,0.07,29.0,Thu,1,58.0,Resolved late
REQ-10331,Email,IT,Procurement,Internal,Urgent,14.8,1,57,5,1,1,0.322,8.0,Wed,1,74.9,Resolved late
REQ-10332,Email,Facilities,Payroll,Key client,Standard,10.4,2,47,10,1,1,0.214,18.0,Wed,1,62.0,Resolved late
REQ-10333,Email,Data,Payroll,Internal,Standard,48.6,3,28,13,0,0,0.394,32.0,Thu,0,68.4,Resolved on time
REQ-10334,Email,IT,Access,Key client,Low,9.5,0,39,8,2,0,0.61,20.0,Fri,1,58.1,Resolved late
REQ-10335,Phone,Finance,System issue,Internal,Urgent,15.7,3,18,6,0,0,0.387,57.0,Tue,1,59.0,Resolved late
REQ-10336,Portal,IT,Policy query,Internal,Low,14.7,3,42,2,1,0,0.136,78.0,Fri,1,60.1,Escalated late
REQ-10337,Chat,Facilities,Access,External supplier,Standard,16.9,1,39,4,1,1,0.187,43.0,Fri,1,49.7,Resolved late
REQ-10338,Email,IT,Data report,Internal,Standard,46.4,3,34,11,1,1,0.3,16.0,Mon,0,30.6,Resolved on time
REQ-10339,Portal,Data,System issue,Internal,Standard,22.2,1,64,5,3,1,0.499,67.0,Tue,0,30.3,Resolved on time
REQ-10340,Portal,IT,Hardware,Internal,Low,10.4,1,26,7,2,0,0.301,38.0,Tue,0,40.4,Auto closed
REQ-10341,Portal,Data,System issue,,Low,37.4,2,52,9,1,1,0.465,36.0,Wed,1,75.6,Resolved late
REQ-10342,Chat,Facilities,Data report,,Urgent,24.8,1,73,10,1,1,0.137,47.0,Tue,1,57.3,Escalated late
REQ-10343,Chat,Finance,Policy query,Key client,Standard,10.5,2,57,7,0,1,0.199,18.0,Tue,1,48.2,Resolved late
REQ-10344,Chat,Facilities,Policy query,External supplier,Low,33.8,3,42,7,0,1,0.517,29.0,Mon,1,61.6,Escalated late
REQ-10345,Email,Facilities,Access,Internal,Standard,4.7,1,26,8,3,1,0.229,34.0,Mon,1,52.7,Escalated late
REQ-10346,Email,Data,Procurement,External supplier,Low,5.9,2,23,6,1,1,0.337,41.0,Wed,1,62.5,Escalated late
REQ-10347,Portal,IT,Procurement,Internal,Urgent,3.3,1,36,6,1,1,0.511,43.0,Tue,1,62.2,Resolved late
REQ-10348,Email,Finance,Access,Key client,Standard,2.0,1,32,8,1,1,0.197,47.0,Wed,1,54.2,Resolved late
REQ-10349,Phone,IT,Payroll,Internal,Low,32.3,2,32,8,2,0,0.235,26.0,Tue,0,33.7,Resolved on time
REQ-10350,Portal,Finance,Policy query,Internal,Low,17.1,3,37,12,1,1,0.155,13.0,Tue,0,22.2,Resolved on time
REQ-10351,Portal,IT,Access,External supplier,Standard,3.6,3,41,8,1,1,0.296,32.0,Fri,1,63.2,Resolved late
REQ-10352,Phone,Finance,Procurement,Internal,Standard,14.5,1,49,10,0,1,,34.0,Fri,0,41.7,Resolved on time
REQ-10353,Phone,Finance,System issue,External supplier,Standard,27.1,0,25,5,1,1,0.444,12.0,Tue,1,65.7,Resolved late
REQ-10354,Email,Finance,Payroll,Internal,Standard,8.2,1,32,9,0,0,0.338,25.0,Mon,0,27.7,Auto closed
REQ-10355,Email,Finance,Procurement,Key client,Standard,11.7,1,40,6,3,1,0.311,39.0,Fri,1,68.6,Escalated late
REQ-10356,Portal,Facilities,Policy query,External supplier,Low,50.1,0,39,8,0,0,,27.0,Thu,1,67.0,Escalated late
REQ-10357,Portal,Facilities,Procurement,Internal,Low,12.5,4,68,9,1,1,0.113,38.0,Wed,1,67.6,Resolved late
REQ-10358,Email,Finance,Access,External supplier,Urgent,4.0,2,45,8,0,1,0.434,27.0,Thu,1,77.9,Resolved late
REQ-10359,Portal,Finance,Access,Key client,Low,9.9,3,19,12,2,0,0.337,49.0,Tue,0,36.3,Resolved on time
REQ-10360,Phone,Data,Policy query,Key client,Urgent,3.4,1,48,10,2,1,0.24,21.0,Wed,0,24.2,Auto closed
REQ-10361,Phone,IT,Hardware,Internal,Standard,23.5,2,50,10,1,0,0.351,36.0,Tue,1,53.1,Escalated late
REQ-10362,Portal,IT,Procurement,Internal,Low,7.3,0,40,9,0,1,0.174,37.0,Thu,0,36.3,Resolved on time
REQ-10363,Portal,IT,Access,Key client,Low,7.1,6,25,11,2,1,0.354,55.0,Mon,1,49.2,Resolved late
REQ-10364,Email,Facilities,Payroll,Internal,Low,53.0,1,67,5,2,1,0.513,30.0,Wed,1,58.5,Escalated late
REQ-10365,Portal,HR,Policy query,Internal,Standard,5.4,0,27,10,2,1,0.303,77.0,Fri,0,28.9,Resolved on time
REQ-10366,Email,Facilities,Procurement,Internal,Standard,4.5,1,51,6,3,0,0.252,76.0,Mon,1,66.6,Escalated late
REQ-10367,Portal,Facilities,Policy query,Partner,Standard,6.2,4,45,6,0,1,0.252,22.0,Mon,1,51.3,Resolved late
REQ-10368,Phone,HR,Hardware,Internal,Standard,27.7,0,50,9,0,1,0.543,35.0,Fri,1,66.8,Resolved late
REQ-10369,Email,Data,Procurement,Key client,Standard,21.4,1,66,10,3,1,0.191,17.0,Fri,1,58.0,Resolved late
REQ-10370,Email,Facilities,System issue,,Urgent,9.8,1,50,5,0,1,0.253,46.0,Wed,1,63.5,Resolved late
REQ-10371,Email,HR,Procurement,,Urgent,9.1,0,34,6,0,1,0.3,27.0,Mon,1,51.7,Escalated late
REQ-10372,Chat,HR,Hardware,Internal,Standard,20.3,0,57,8,3,0,0.087,38.0,Wed,1,67.4,Escalated late
REQ-10373,Portal,HR,System issue,Key client,Standard,17.5,1,33,7,2,1,0.267,31.0,Tue,1,72.4,Resolved late
REQ-10374,Email,IT,Payroll,Internal,Standard,13.1,1,44,9,0,1,0.513,118.0,Wed,1,122.5,Resolved late
REQ-10375,Chat,IT,Procurement,Key client,Standard,21.9,1,24,14,4,1,0.092,33.0,Mon,0,34.7,Resolved on time
REQ-10376,Portal,Data,Policy query,Key client,Standard,5.8,0,28,8,0,1,0.187,32.0,Fri,0,43.8,Resolved on time
REQ-10377,Portal,HR,Hardware,Key client,Low,7.4,3,43,6,2,1,0.208,57.0,Thu,0,24.8,Resolved on time
REQ-10378,Chat,HR,Hardware,Internal,Standard,22.7,1,47,5,2,1,0.16,61.0,Thu,0,48.8,Resolved on time
REQ-10379,Email,Facilities,Access,Key client,Urgent,18.6,0,18,7,2,1,0.158,41.0,Wed,0,22.5,Auto closed
REQ-10380,Email,Finance,Payroll,Key client,Low,15.2,1,49,6,1,0,0.211,62.0,Tue,1,84.4,Escalated late
REQ-10381,Portal,Data,Hardware,Internal,Urgent,51.8,1,31,8,0,1,0.522,108.0,Fri,1,61.7,Resolved late
REQ-10382,Email,Facilities,Data report,Key client,Urgent,25.3,0,60,8,1,1,0.154,30.0,Tue,1,50.9,Resolved late
REQ-10383,Phone,Finance,Hardware,External supplier,Low,10.0,0,37,7,4,0,0.153,18.0,Tue,0,29.1,Resolved on time
REQ-10384,Email,HR,Data report,Key client,Standard,8.0,2,26,11,0,0,0.198,44.0,Fri,1,71.6,Escalated late
REQ-10385,Email,Data,Hardware,,Urgent,19.2,3,43,6,1,0,0.627,59.0,Mon,1,58.7,Escalated late
REQ-10386,Email,Facilities,Payroll,Internal,Urgent,32.2,2,29,7,2,1,0.368,74.0,Mon,1,58.5,Resolved late
REQ-10387,Portal,Data,Payroll,Internal,Low,2.9,1,60,9,1,0,0.343,48.0,Thu,0,42.1,Resolved on time
REQ-10388,Email,IT,System issue,Internal,Standard,18.2,0,42,9,1,0,0.512,36.0,Tue,1,59.4,Escalated late
REQ-10389,Email,Data,Procurement,,Standard,11.5,0,40,10,1,0,0.215,23.0,Wed,0,47.6,Auto closed
REQ-10390,Chat,Facilities,Payroll,External supplier,Low,17.1,0,50,8,2,1,0.26,66.0,Wed,1,55.5,Resolved late
REQ-10391,Email,IT,System issue,Internal,Standard,4.2,1,28,10,0,0,0.064,42.0,Fri,1,49.4,Escalated late
REQ-10392,Portal,Finance,Data report,Partner,Low,32.2,2,24,6,2,1,0.313,13.0,Thu,1,59.9,Resolved late
REQ-10393,Email,Facilities,Hardware,Internal,Low,38.0,2,48,9,2,1,0.275,90.0,Wed,1,61.1,Resolved late
REQ-10394,Portal,IT,Policy query,Internal,Standard,23.7,3,27,9,1,1,0.441,19.0,Wed,0,27.2,Resolved on time
REQ-10395,Email,Finance,Payroll,Internal,Standard,43.0,3,27,11,0,1,0.144,60.0,Thu,0,35.2,Resolved on time
REQ-10396,Portal,Data,Access,Internal,Standard,11.1,4,54,4,1,1,0.601,40.0,Tue,1,49.9,Escalated late
REQ-10397,Email,HR,Procurement,Partner,Standard,17.9,1,49,6,2,1,0.634,13.0,Mon,1,63.5,Resolved late
REQ-10398,Chat,Finance,Access,External supplier,Standard,24.0,3,24,9,1,1,0.216,34.0,Wed,1,52.0,Resolved late
REQ-10399,Chat,Finance,Hardware,External supplier,Low,19.4,1,33,2,3,1,0.096,30.0,Fri,0,22.9,Auto closed
REQ-10400,Email,HR,System issue,Internal,Low,12.2,0,29,8,0,1,0.249,15.0,Mon,0,32.8,Resolved on time
REQ-10401,Email,Data,Access,Partner,Low,13.2,1,67,10,0,1,0.485,45.0,Mon,1,50.5,Resolved late
REQ-10402,Email,Facilities,System issue,Internal,Standard,35.8,2,55,6,1,0,0.547,56.0,Fri,1,48.4,Escalated late
REQ-10403,Portal,IT,Policy query,External supplier,Low,14.7,3,36,7,1,0,0.506,35.0,Fri,1,65.0,Escalated late
REQ-10404,Email,Data,Data report,Internal,Low,31.0,3,50,5,1,1,0.537,30.0,Mon,1,52.5,Escalated late
REQ-10405,Chat,Data,System issue,Internal,Low,14.1,1,23,6,2,1,0.136,47.0,Tue,0,38.3,Auto closed
REQ-10406,Phone,HR,System issue,Internal,Standard,30.9,2,33,7,1,1,0.111,6.0,Thu,0,29.7,Resolved on time
REQ-10407,Phone,Data,Policy query,Internal,Standard,15.8,2,43,6,2,0,0.166,28.0,Thu,0,32.8,Resolved on time
REQ-10408,Portal,IT,Payroll,Internal,Urgent,22.6,5,48,6,2,1,0.451,29.0,Thu,0,43.9,Resolved on time
REQ-10409,Chat,Data,Access,External supplier,Standard,8.8,2,41,7,1,0,0.474,36.0,Fri,0,36.4,Resolved on time
REQ-10410,Email,Facilities,Procurement,Partner,Standard,17.9,1,45,7,5,0,0.437,15.0,Wed,1,66.6,Resolved late
REQ-10411,Portal,Facilities,Procurement,External supplier,Low,8.9,2,43,11,0,1,0.3,11.0,Fri,0,38.1,Resolved on time
REQ-10412,Email,IT,Access,Internal,Standard,10.9,0,40,7,2,1,0.091,20.0,Wed,0,26.6,Auto closed
REQ-10413,Chat,Data,Data report,Key client,Low,11.6,1,38,8,1,1,0.197,45.0,Wed,1,63.8,Resolved late
REQ-10414,Portal,IT,Access,Internal,Standard,13.1,0,36,6,0,1,0.421,29.0,Thu,1,53.2,Resolved late
REQ-10415,Phone,IT,Policy query,Key client,Standard,28.6,2,45,6,1,1,0.173,20.0,Wed,1,63.9,Resolved late
REQ-10416,Email,IT,Hardware,Internal,Standard,10.6,3,48,4,1,1,0.226,83.0,Thu,0,29.3,Auto closed
REQ-10417,Chat,Facilities,Access,Internal,Low,16.6,1,45,4,0,1,0.407,30.0,Fri,0,30.9,Resolved on time
REQ-10418,Portal,IT,Access,Key client,Standard,30.9,1,25,5,3,1,0.362,,Fri,0,53.8,Resolved on time
REQ-10419,Portal,Data,Hardware,Internal,Urgent,22.3,1,28,8,2,1,0.36,66.0,Wed,1,65.6,Resolved late
REQ-10420,Chat,Facilities,Hardware,Internal,Standard,3.0,4,48,10,2,1,0.356,39.0,Mon,1,55.1,Resolved late
REQ-10421,Portal,IT,Access,Key client,Standard,4.1,1,63,4,0,1,0.343,47.0,Thu,1,49.9,Resolved late
REQ-10422,Portal,IT,Hardware,Internal,Standard,19.6,2,44,6,2,1,0.445,23.0,Tue,1,61.1,Resolved late
REQ-10423,Portal,IT,Hardware,External supplier,Low,10.2,0,36,5,0,0,0.183,37.0,Tue,1,50.3,Resolved late
REQ-10424,Email,Finance,Payroll,Internal,Standard,3.5,0,45,7,3,1,0.285,78.0,Fri,0,56.6,Resolved on time
