request_id,service_area,channel,customer_tier,initial_priority,request_age_hours,updates_count,past_breaches_90d,team_capacity_pct,sentiment_score,complexity_score,assigned_team_size,weekday,sla_breach,final_resolution_hours_POST_OUTCOME_EXCLUDE,actual_breach_reason_POST_OUTCOME_EXCLUDE,escalation_after_outcome_EXCLUDE
REQ-100234,Compliance,Chat,Priority,,34.2,2,0,81.4,-0.22,5,11,Tue,0,40.3,none,no
REQ-100235,Customer Care,Chat,Strategic,Urgent,28.9,2,0,87.2,1.25,3,13,Thu,0,52.0,none,no
REQ-100236,Finance Ops,Phone,Priority,Low,30.0,3,1,88.0,0.35,1,14,Tue,0,35.1,none,no
REQ-100237,Customer Care,Email,Standard,Low,6.3,2,3,96.1,-0.66,2,10,Mon,0,14.0,none,no
REQ-100238,IT Support,Email,Priority,Low,18.2,5,1,87.5,-0.28,4,7,Tue,0,31.2,none,no
REQ-100239,IT Support,Email,Standard,Standard,21.8,3,0,60.7,0.85,1,12,Thu,1,59.9,capacity,no
REQ-100240,Customer Care,Email,Priority,Standard,22.8,3,0,100.0,0.69,1,4,Mon,0,51.6,none,no
REQ-100241,Customer Care,Portal,Priority,Standard,14.3,8,2,91.9,-0.79,2,13,Thu,0,19.8,none,no
REQ-100242,IT Support,Portal,Priority,Standard,16.7,4,0,71.4,-0.1,2,16,Thu,0,43.4,none,no
REQ-100243,Finance Ops,Portal,Standard,Urgent,28.3,4,0,64.6,0.15,3,13,Thu,0,50.9,none,no
REQ-100244,Facilities,Chat,Standard,Standard,21.3,2,0,84.6,-0.38,1,9,Tue,0,27.3,none,no
REQ-100245,Customer Care,Email,Standard,Low,24.0,3,1,74.4,1.77,4,15,Thu,0,29.4,none,no
REQ-100246,Facilities,Chat,Standard,Standard,10.6,6,1,82.3,0.18,2,10,Mon,0,25.7,none,no
REQ-100247,Finance Ops,Portal,Standard,Low,23.2,2,0,87.7,-0.05,4,11,Fri,0,34.2,none,no
REQ-100248,HR Services,Email,Standard,Low,16.5,2,0,70.6,0.89,3,15,Thu,0,31.6,none,no
REQ-100249,Finance Ops,Portal,,Urgent,26.5,3,2,63.5,,2,5,Mon,0,35.1,none,no
REQ-100250,Facilities,Portal,Priority,Standard,8.7,2,0,83.0,0.76,3,14,Thu,0,20.6,none,no
REQ-100251,Customer Care,Portal,Strategic,Urgent,25.1,3,3,71.1,-1.25,1,13,Wed,0,35.3,none,no
REQ-100252,Finance Ops,Portal,Standard,Standard,11.8,0,1,79.9,-0.34,4,10,Wed,0,26.7,none,no
REQ-100253,HR Services,Chat,Priority,Standard,25.2,3,1,60.5,0.79,2,4,Wed,1,47.8,handoff,yes
REQ-100254,IT Support,Portal,Priority,Standard,18.3,2,3,74.7,1.18,2,14,Wed,0,30.8,none,no
REQ-100255,Customer Care,Email,Standard,,15.6,1,3,87.3,-0.58,1,6,Thu,0,44.1,none,no
REQ-100256,Customer Care,Email,Standard,Low,12.3,5,0,85.9,-0.67,2,16,Fri,0,39.6,none,no
REQ-100257,IT Support,Portal,Priority,Standard,14.6,1,0,67.8,0.43,2,14,Tue,0,28.2,none,no
REQ-100258,IT Support,Email,Strategic,Low,11.0,5,3,62.8,-0.47,2,8,Thu,0,16.2,none,no
REQ-100259,Facilities,Portal,Priority,Urgent,12.1,1,0,78.2,-0.2,5,9,Thu,0,49.8,none,no
REQ-100260,IT Support,Chat,Strategic,Low,20.9,3,0,85.3,0.66,2,3,Thu,0,35.9,none,no
REQ-100261,Customer Care,Phone,Strategic,Low,3.3,6,1,83.3,-0.41,1,10,Wed,0,38.6,none,no
REQ-100262,HR Services,Phone,Standard,Standard,24.9,5,2,71.3,-1.47,3,3,Tue,0,40.4,none,no
REQ-100263,IT Support,Email,Priority,Low,25.2,2,0,81.9,-0.98,2,17,Thu,0,25.9,none,no
REQ-100264,Compliance,Portal,Standard,Urgent,12.5,4,1,97.5,0.01,3,12,Tue,0,50.1,none,no
REQ-100265,IT Support,Chat,Strategic,Standard,17.0,3,0,80.7,-1.4,4,6,Mon,0,37.3,none,no
REQ-100266,HR Services,Portal,Standard,Low,7.0,1,0,56.8,-0.22,1,15,Wed,0,18.5,none,no
REQ-100267,IT Support,Portal,Standard,Standard,20.0,4,0,80.6,-1.04,3,3,Tue,1,40.7,capacity,yes
REQ-100268,IT Support,Portal,Priority,Standard,7.7,2,2,100.0,1.23,1,11,Mon,0,29.7,none,no
REQ-100269,IT Support,Phone,Standard,,0.6,3,1,61.3,1.62,1,4,Mon,0,15.9,none,no
REQ-100270,IT Support,Email,Priority,Standard,33.4,2,2,78.4,-0.79,1,3,Thu,0,78.2,none,no
REQ-100271,IT Support,Phone,,Standard,6.3,5,0,75.1,0.19,1,6,Fri,0,39.4,none,no
REQ-100272,IT Support,Phone,Strategic,Standard,14.3,3,0,79.2,-0.72,2,7,Wed,0,49.0,none,no
REQ-100273,Facilities,Portal,Strategic,Low,17.4,1,1,80.5,-0.23,5,13,Mon,0,30.8,none,no
REQ-100274,Facilities,Chat,Standard,Standard,20.9,3,1,92.8,1.35,5,16,Fri,0,33.9,none,no
REQ-100275,HR Services,Portal,Priority,Urgent,15.3,3,0,79.1,-0.35,1,14,Tue,0,30.7,none,no
REQ-100276,HR Services,Email,Standard,Standard,18.5,2,1,94.6,-0.21,5,14,Fri,0,25.1,none,no
REQ-100277,Finance Ops,Portal,Standard,Standard,12.3,2,1,76.5,-0.71,4,11,Wed,0,24.1,none,no
REQ-100278,Customer Care,Chat,Priority,Standard,3.9,2,0,73.4,0.86,3,8,Tue,0,14.0,none,no
REQ-100279,Customer Care,Portal,Priority,Standard,14.8,3,0,69.3,-2.2,4,6,Wed,0,41.0,none,no
REQ-100280,IT Support,Portal,Standard,Urgent,22.9,2,0,54.4,-0.33,3,17,Tue,0,52.7,none,no
REQ-100281,IT Support,Email,Standard,Low,6.7,7,0,81.6,-0.03,2,10,Thu,0,25.2,none,no
REQ-100282,IT Support,Portal,Priority,Low,17.5,3,2,100.0,-0.5,3,11,Mon,0,23.2,none,no
REQ-100283,HR Services,Portal,Standard,Standard,46.3,3,1,84.0,0.65,4,3,Fri,0,85.5,none,no
REQ-100284,Finance Ops,Email,Standard,Standard,14.1,5,0,86.9,0.9,4,9,Thu,0,36.0,none,no
REQ-100285,Finance Ops,Portal,Standard,Standard,14.7,4,2,72.6,-1.06,1,13,Fri,1,52.1,complexity,yes
REQ-100286,IT Support,Chat,Standard,Low,3.6,4,0,74.8,1.57,5,10,Fri,0,20.9,none,no
REQ-100287,HR Services,Portal,,Standard,6.0,2,1,,-1.07,2,12,Tue,0,9.2,none,no
REQ-100288,Finance Ops,Phone,Standard,Standard,7.8,1,3,100.0,0.97,5,15,Wed,0,17.9,none,no
REQ-100289,IT Support,Email,Standard,Standard,22.3,1,0,97.3,0.11,2,3,Fri,0,50.0,none,no
REQ-100290,Customer Care,Email,Strategic,Standard,7.1,1,1,88.5,-0.38,1,16,Tue,0,10.1,none,no
REQ-100291,IT Support,Email,Standard,Standard,2.4,3,1,78.5,-0.31,5,15,Mon,0,5.4,none,no
REQ-100292,Compliance,Email,Priority,Standard,19.7,2,1,80.7,-0.03,3,9,Tue,0,41.7,none,no
REQ-100293,IT Support,Chat,Standard,Standard,8.4,3,1,68.2,0.16,2,14,Tue,0,24.9,none,no
REQ-100294,Customer Care,Portal,Priority,Standard,3.7,4,0,59.2,-0.69,1,3,Fri,0,6.8,none,no
REQ-100295,Compliance,Portal,Priority,Standard,24.1,0,1,63.4,-0.18,1,7,Wed,0,33.5,none,no
REQ-100296,Compliance,Email,Strategic,Standard,11.3,5,5,,-0.58,1,4,Thu,1,46.6,capacity,yes
REQ-100297,Customer Care,Phone,Standard,Low,21.0,4,1,,-0.91,5,12,Fri,0,34.4,none,no
REQ-100298,Customer Care,Portal,Standard,Low,3.6,4,1,58.9,-0.61,1,15,Tue,0,19.1,none,no
REQ-100299,Facilities,Portal,Priority,Standard,1.5,0,1,77.5,-0.86,1,12,Thu,0,10.3,none,no
REQ-100300,Customer Care,Chat,Standard,Urgent,16.4,1,0,73.9,-0.32,5,13,Mon,0,30.3,none,no
REQ-100301,IT Support,Phone,Standard,Standard,5.8,2,0,62.8,0.32,5,5,Mon,0,24.4,none,no
REQ-100302,Finance Ops,Chat,Standard,Low,16.2,3,0,73.2,0.09,2,17,Mon,0,33.8,none,no
REQ-100303,Finance Ops,Email,Strategic,Standard,16.5,2,0,73.8,1.48,4,5,Tue,0,25.5,none,no
REQ-100304,Customer Care,Email,Priority,Low,15.0,3,0,70.0,-1.66,3,10,Tue,0,34.8,none,no
REQ-100305,Finance Ops,Portal,Priority,Standard,29.8,2,0,90.0,0.35,3,13,Wed,0,35.0,none,no
REQ-100306,HR Services,Chat,Priority,Standard,71.7,2,1,53.3,0.0,2,15,Tue,1,92.9,complexity,no
REQ-100307,Facilities,Portal,Standard,Standard,19.5,3,1,52.2,0.61,4,17,Mon,0,41.4,none,no
REQ-100308,HR Services,Phone,Standard,Standard,46.3,4,1,78.0,0.54,5,11,Thu,0,65.8,none,no
REQ-100309,IT Support,Portal,Standard,Standard,11.5,4,1,79.2,-0.12,4,11,Mon,1,42.8,complexity,no
REQ-100310,Finance Ops,Email,Priority,Standard,4.9,4,1,83.3,0.13,5,9,Thu,0,11.6,none,no
REQ-100311,Finance Ops,Phone,Standard,Urgent,8.9,5,1,71.0,-0.56,1,11,Fri,0,16.4,none,no
REQ-100312,IT Support,Email,Strategic,Standard,12.0,5,0,66.1,0.46,4,13,Thu,0,30.0,none,no
REQ-100313,HR Services,Chat,Priority,Standard,48.8,2,0,77.9,-1.41,5,12,Wed,0,64.4,none,no
REQ-100314,HR Services,Portal,Standard,Standard,15.6,4,1,72.3,0.58,3,11,Thu,0,22.0,none,no
REQ-100315,HR Services,Email,Standard,Low,30.6,2,1,98.2,-0.02,5,9,Thu,0,50.0,none,no
REQ-100316,HR Services,Portal,Standard,Low,10.8,2,0,73.8,-0.37,2,5,Fri,0,20.1,none,no
REQ-100317,Facilities,Portal,Strategic,Low,9.8,2,0,77.3,-0.17,5,3,Fri,0,15.1,none,no
REQ-100318,HR Services,Portal,Strategic,Standard,3.5,2,0,100.0,-0.12,5,9,Wed,0,11.6,none,no
REQ-100319,Compliance,Portal,Strategic,Urgent,47.8,3,1,75.5,0.97,4,8,Wed,1,86.1,late_response,no
REQ-100320,Compliance,Portal,Standard,Standard,37.3,6,1,85.2,2.0,4,12,Thu,1,73.4,late_response,yes
REQ-100321,Finance Ops,Email,Standard,Low,17.7,5,0,86.4,0.91,3,16,Mon,0,35.7,none,no
REQ-100322,HR Services,Email,Standard,Low,12.6,4,1,87.5,-0.42,2,13,Wed,0,23.4,none,no
REQ-100323,Finance Ops,Email,Standard,Standard,16.1,5,0,,0.47,3,15,Thu,0,29.7,none,no
REQ-100324,Customer Care,Portal,Standard,Standard,4.7,1,1,80.5,0.5,5,11,Thu,0,14.8,none,no
REQ-100325,Facilities,Portal,Standard,Standard,21.0,4,0,79.3,-0.69,1,16,Tue,0,27.4,none,no
REQ-100326,Customer Care,Portal,Strategic,Standard,35.3,3,0,70.5,-0.95,2,17,Tue,0,46.4,none,no
REQ-100327,Finance Ops,Phone,Standard,Standard,36.5,4,1,82.2,-0.05,3,5,Mon,0,38.5,none,no
REQ-100328,Facilities,Chat,Standard,Low,3.6,3,1,100.0,0.61,2,12,Wed,0,33.9,none,no
REQ-100329,HR Services,Portal,Priority,Standard,30.4,4,0,93.7,-1.21,4,10,Fri,0,43.7,none,no
REQ-100330,Customer Care,Email,Standard,Urgent,4.7,3,0,82.0,-0.54,2,17,Fri,0,20.8,none,no
REQ-100331,IT Support,Portal,Priority,Standard,1.6,2,1,89.1,0.43,4,11,Tue,0,8.3,none,no
REQ-100332,Facilities,Portal,Priority,Low,31.1,1,1,66.7,0.03,1,3,Tue,0,44.4,none,no
REQ-100333,Customer Care,Portal,Strategic,Urgent,10.1,2,0,74.6,1.06,2,6,Thu,0,25.0,none,no
REQ-100334,IT Support,Portal,Priority,Urgent,28.3,1,0,90.3,-1.06,4,4,Thu,0,38.0,none,no
REQ-100335,Facilities,Email,Standard,Standard,26.7,5,1,97.3,1.76,3,6,Wed,0,36.8,none,no
REQ-100336,IT Support,Chat,Priority,Standard,24.5,2,3,68.0,-1.15,4,4,Tue,0,28.2,none,no
REQ-100337,Customer Care,Portal,Standard,Low,15.9,3,1,71.7,-1.52,4,14,Mon,0,52.8,none,no
REQ-100338,IT Support,Email,,Standard,5.2,3,0,100.0,-0.04,2,10,Thu,0,11.8,none,no
REQ-100339,Compliance,Phone,Standard,Standard,12.1,4,2,79.3,-0.85,3,13,Wed,0,19.3,none,no
REQ-100340,IT Support,Chat,Standard,Low,36.9,0,2,100.0,-0.03,5,17,Tue,0,68.4,none,no
REQ-100341,Compliance,Email,Priority,Standard,28.8,2,1,80.7,-0.06,5,12,Fri,1,65.1,capacity,yes
REQ-100342,Customer Care,Portal,Standard,Urgent,12.5,6,0,81.2,-0.15,1,10,Thu,0,31.6,none,no
REQ-100343,Facilities,Email,Standard,Standard,12.4,4,0,74.0,-0.63,4,7,Fri,0,15.9,none,no
REQ-100344,Customer Care,Portal,Standard,Low,23.0,5,1,90.3,0.32,3,14,Wed,0,36.2,none,no
REQ-100345,Customer Care,Chat,Priority,Low,16.8,2,1,95.7,-0.24,1,10,Wed,0,20.3,none,no
REQ-100346,Compliance,Portal,Standard,Urgent,13.0,1,0,64.5,0.83,4,14,Fri,0,18.8,none,no
REQ-100347,HR Services,Email,Priority,Urgent,21.7,3,1,73.4,-0.14,1,3,Fri,0,62.1,none,no
REQ-100348,Facilities,Portal,Priority,Standard,21.2,4,1,89.9,-0.72,2,5,Fri,0,26.1,none,no
REQ-100349,IT Support,Portal,Standard,Standard,9.1,2,2,76.3,-1.27,4,4,Fri,1,44.3,complexity,yes
REQ-100350,Facilities,Chat,Priority,Standard,19.2,2,0,71.6,-0.13,5,13,Wed,0,24.5,none,no
REQ-100351,IT Support,Email,Standard,Standard,20.4,5,0,91.1,-0.95,3,10,Mon,0,26.2,none,no
REQ-100352,Finance Ops,Portal,Standard,Low,15.1,5,2,92.3,-1.01,5,7,Tue,0,71.7,none,no
REQ-100353,Finance Ops,Chat,Priority,Low,8.3,3,0,72.2,0.4,5,7,Fri,0,19.2,none,no
REQ-100354,Finance Ops,Chat,Strategic,Low,11.8,2,1,80.8,-1.33,3,12,Tue,0,15.0,none,no
REQ-100355,Finance Ops,Portal,Standard,Urgent,7.0,2,2,62.3,1.06,1,17,Thu,0,25.9,none,no
REQ-100356,Customer Care,Email,Standard,Low,19.5,5,1,66.4,0.12,4,17,Fri,0,46.0,none,no
REQ-100357,Customer Care,Email,,Low,3.6,5,0,79.6,-0.03,1,10,Fri,0,23.8,none,no
REQ-100358,Finance Ops,Email,Standard,Standard,39.3,8,3,,-0.78,5,13,Fri,0,49.5,none,no
REQ-100359,Facilities,Portal,Priority,Low,34.3,4,0,,0.57,2,4,Wed,0,44.7,none,no
REQ-100360,Compliance,Portal,Standard,Low,20.7,3,1,68.7,-0.0,4,17,Wed,0,28.3,none,no
REQ-100361,IT Support,Chat,,Standard,27.7,2,0,,-0.51,4,3,Fri,0,32.1,none,no
REQ-100362,IT Support,Chat,Standard,Standard,26.5,1,0,83.9,0.15,3,8,Mon,0,41.2,none,no
REQ-100363,IT Support,Phone,Priority,Standard,17.0,4,1,52.4,-1.26,5,13,Mon,0,26.7,none,no
REQ-100364,Facilities,Chat,Priority,Urgent,13.3,3,0,64.8,-1.23,4,17,Fri,1,34.3,handoff,yes
REQ-100365,Finance Ops,Phone,Priority,Low,12.2,5,1,53.8,-0.84,5,5,Thu,1,46.6,handoff,yes
REQ-100366,Customer Care,Phone,Standard,Urgent,40.3,0,0,83.4,0.26,1,12,Wed,0,46.8,none,no
REQ-100367,Facilities,Phone,Standard,Urgent,8.1,3,0,54.6,-0.0,3,5,Mon,0,22.2,none,no
REQ-100368,HR Services,Email,Standard,Standard,8.2,8,1,78.4,0.79,5,3,Wed,0,21.4,none,no
REQ-100369,Customer Care,Email,Standard,Standard,29.3,3,0,99.3,-0.69,5,9,Fri,0,38.0,none,no
REQ-100370,Customer Care,Portal,Standard,Standard,27.5,3,0,99.8,0.43,3,11,Wed,0,39.0,none,no
REQ-100371,HR Services,Email,Standard,Standard,12.7,5,2,54.5,-0.09,1,6,Tue,0,24.9,none,no
REQ-100372,HR Services,Portal,Priority,Standard,22.2,5,1,81.9,-0.71,2,17,Wed,0,44.2,none,no
REQ-100373,HR Services,Portal,Standard,Low,24.2,2,0,65.1,0.29,3,12,Fri,0,35.4,none,no
REQ-100374,IT Support,Email,Priority,Urgent,5.0,5,1,62.5,-0.05,4,9,Fri,0,12.8,none,no
REQ-100375,IT Support,Portal,Standard,Standard,35.7,5,0,76.5,-0.47,5,10,Tue,0,45.1,none,no
REQ-100376,Compliance,Portal,Priority,Standard,24.2,2,1,94.0,0.03,1,9,Wed,0,59.3,none,no
REQ-100377,Finance Ops,Phone,Standard,Standard,21.0,4,1,85.8,-0.1,2,4,Tue,0,26.4,none,no
REQ-100378,HR Services,Chat,Standard,Low,24.4,3,1,68.7,-0.12,2,12,Wed,0,34.3,none,no
REQ-100379,Customer Care,Portal,Standard,Standard,19.3,3,1,87.2,,5,14,Mon,0,29.1,none,no
REQ-100380,Finance Ops,Portal,Strategic,Standard,14.4,2,0,48.8,-0.98,1,9,Wed,0,24.6,none,no
REQ-100381,Compliance,Portal,Standard,Standard,17.1,4,0,68.2,0.06,2,9,Wed,0,21.3,none,no
REQ-100382,Customer Care,Phone,Standard,Standard,4.6,4,1,67.3,-0.6,2,16,Tue,0,13.9,none,no
REQ-100383,Finance Ops,Phone,Standard,Low,50.5,1,1,79.0,-0.77,1,12,Tue,0,58.0,none,no
REQ-100384,HR Services,Portal,Priority,Standard,14.3,4,1,75.4,-0.18,4,7,Mon,0,28.4,none,no
REQ-100385,Compliance,Phone,Standard,Standard,50.0,1,2,76.2,0.55,3,3,Mon,0,74.1,none,no
REQ-100386,Facilities,Portal,Standard,Urgent,17.3,6,1,75.7,0.14,3,15,Thu,0,32.2,none,no
REQ-100387,Compliance,Portal,Standard,Low,9.7,2,0,78.3,-0.4,5,12,Tue,0,22.2,none,no
REQ-100388,IT Support,Chat,Strategic,Low,35.0,1,0,85.0,-0.43,3,12,Mon,0,51.0,none,no
REQ-100389,Customer Care,Portal,Standard,Low,20.4,2,2,79.9,0.48,2,7,Fri,0,33.8,none,no
REQ-100390,Facilities,Portal,Standard,Standard,62.1,2,1,74.3,-1.8,2,5,Tue,0,73.5,none,no
REQ-100391,IT Support,Portal,Strategic,Standard,9.5,4,0,83.2,0.6,5,10,Fri,0,30.9,none,no
REQ-100392,Facilities,Email,Standard,,36.0,0,1,88.7,-1.41,3,14,Wed,0,45.2,none,no
REQ-100393,Facilities,Chat,Standard,Urgent,37.2,1,0,70.8,-1.06,1,7,Thu,0,41.4,none,no
REQ-100394,IT Support,Chat,Standard,Low,25.6,3,1,77.2,-0.39,4,10,Wed,0,32.9,none,no
REQ-100395,Finance Ops,Portal,Standard,Standard,37.4,2,0,93.1,1.63,4,17,Mon,0,43.9,none,no
REQ-100396,Customer Care,Portal,Standard,Low,14.5,3,1,63.7,1.26,2,6,Fri,0,55.8,none,no
REQ-100397,HR Services,Phone,Standard,Low,8.0,2,1,100.0,0.53,3,6,Fri,0,33.1,none,no
REQ-100398,Finance Ops,Portal,Priority,Standard,10.4,3,0,60.6,0.27,3,6,Tue,0,23.1,none,no
REQ-100399,Finance Ops,Chat,Priority,Low,16.4,3,0,73.5,-1.4,1,16,Thu,0,23.1,none,no
REQ-100400,HR Services,Email,Standard,Standard,26.5,3,1,65.6,0.12,1,10,Wed,0,47.7,none,no
REQ-100401,Compliance,Portal,Standard,,8.5,5,0,100.0,-0.41,4,16,Fri,1,44.3,late_response,yes
REQ-100402,Customer Care,Phone,Standard,Standard,12.2,1,2,71.5,-0.61,4,17,Thu,0,21.4,none,no
REQ-100403,IT Support,Portal,Strategic,Standard,9.1,3,0,71.5,0.12,4,9,Mon,0,21.4,none,no
REQ-100404,Compliance,Portal,Standard,Standard,29.6,3,0,73.2,-0.35,2,3,Fri,0,39.0,none,no
REQ-100405,Customer Care,Email,Priority,Standard,49.7,3,1,79.2,0.65,3,7,Fri,0,65.6,none,no
REQ-100406,HR Services,Email,Standard,Low,6.9,2,0,73.7,-1.45,5,11,Thu,0,10.8,none,no
REQ-100407,Customer Care,Email,Priority,Low,22.9,5,0,76.3,0.06,2,8,Mon,0,38.7,none,no
REQ-100408,IT Support,Email,Standard,Standard,32.1,1,0,35.0,-0.66,4,3,Thu,0,41.5,none,no
REQ-100409,Compliance,Chat,Priority,Urgent,13.6,1,1,,-0.31,1,17,Thu,0,35.1,none,no
REQ-100410,Facilities,Chat,Standard,,4.8,4,0,78.2,0.23,1,7,Tue,0,30.2,none,no
REQ-100411,Facilities,Email,Strategic,Standard,34.8,1,0,91.5,-0.84,5,12,Fri,0,63.9,none,no
REQ-100412,IT Support,Portal,Standard,Standard,4.5,3,0,95.0,0.12,1,17,Wed,0,47.8,none,no
REQ-100413,Customer Care,Phone,Priority,Standard,41.5,2,0,75.6,-0.16,4,11,Fri,0,70.0,none,no
REQ-100414,IT Support,Chat,Priority,Standard,8.9,2,1,88.6,-0.5,3,13,Thu,1,42.5,late_response,yes
REQ-100415,HR Services,Portal,Strategic,Standard,3.9,3,2,63.7,-0.35,5,3,Tue,0,8.2,none,no
REQ-100416,IT Support,Email,Standard,Standard,11.0,3,1,88.0,-0.12,3,13,Fri,0,12.1,none,no
REQ-100417,Customer Care,Portal,Standard,,15.5,5,0,70.6,-0.58,4,15,Wed,1,54.0,capacity,yes
REQ-100418,IT Support,Portal,Standard,Low,17.9,3,0,62.6,0.01,5,16,Wed,0,23.7,none,no
REQ-100419,Compliance,Email,Standard,Urgent,24.3,4,1,75.6,-0.21,5,4,Tue,1,111.3,capacity,yes
REQ-100420,Facilities,Portal,Standard,Low,19.1,3,0,96.2,-0.46,4,6,Mon,0,22.0,none,no
REQ-100421,IT Support,Phone,Strategic,Urgent,47.2,8,0,80.4,1.19,1,3,Thu,0,67.7,none,no
REQ-100422,IT Support,Phone,Strategic,Low,15.0,2,0,97.5,0.31,1,16,Wed,0,28.3,none,no
REQ-100423,IT Support,Phone,Standard,Low,19.8,1,1,68.3,-0.29,3,7,Fri,0,23.0,none,no
REQ-100424,Facilities,Portal,Priority,Low,18.6,7,1,91.6,0.11,4,10,Fri,1,54.2,handoff,yes
REQ-100425,Customer Care,Portal,Priority,Standard,3.5,2,0,69.5,-0.77,4,10,Thu,0,9.8,none,no
REQ-100426,IT Support,Phone,Strategic,Standard,5.8,6,0,80.9,-0.33,4,13,Tue,0,16.7,none,no
REQ-100427,Customer Care,Phone,,Low,16.5,4,0,80.8,-0.24,1,16,Thu,0,27.5,none,no
REQ-100428,IT Support,Email,Standard,Standard,21.5,3,1,86.6,-0.94,1,7,Mon,0,27.9,none,no
REQ-100429,Customer Care,Chat,Priority,Standard,2.2,1,0,81.3,0.29,1,14,Fri,0,11.0,none,no
REQ-100430,Compliance,Portal,Standard,Standard,48.6,5,1,68.4,-0.38,3,7,Wed,0,54.5,none,no
REQ-100431,Customer Care,Chat,Standard,Urgent,22.7,1,0,89.4,-0.27,4,5,Fri,0,24.7,none,no
REQ-100432,Facilities,Portal,Strategic,Standard,15.8,5,2,100.0,-0.43,1,4,Tue,0,28.3,none,no
REQ-100433,Customer Care,Portal,Strategic,Low,22.0,3,1,70.4,2.0,5,8,Tue,0,50.3,none,no
REQ-100434,IT Support,Email,Strategic,Low,10.5,2,2,54.1,-0.5,2,11,Fri,0,16.8,none,no
REQ-100435,IT Support,Portal,Priority,Urgent,18.1,0,0,84.5,-1.55,4,14,Wed,0,56.0,none,no
REQ-100436,IT Support,Portal,Standard,Low,20.1,4,1,73.7,-1.2,4,15,Fri,0,63.3,none,no
REQ-100437,Finance Ops,Portal,Standard,Standard,35.1,2,0,76.3,0.57,1,10,Fri,0,43.3,none,no
REQ-100438,Customer Care,Portal,Standard,Urgent,14.0,3,4,85.2,1.0,5,9,Wed,1,36.6,handoff,yes
REQ-100439,Facilities,Phone,Standard,Urgent,4.6,1,1,72.1,-0.51,5,5,Wed,0,12.9,none,no
REQ-100440,Customer Care,Portal,Standard,Standard,7.9,1,1,74.5,0.96,5,16,Wed,0,12.3,none,no
REQ-100441,IT Support,Email,Priority,Standard,13.2,0,1,76.7,0.56,1,8,Fri,0,23.0,none,no
REQ-100442,Customer Care,Phone,,Standard,5.1,3,1,97.1,-0.14,2,14,Fri,0,14.1,none,no
REQ-100443,IT Support,Portal,Priority,Standard,7.2,1,0,78.4,-0.2,2,12,Tue,0,19.5,none,no
REQ-100444,HR Services,Portal,Standard,Low,7.9,2,0,61.9,0.14,3,16,Thu,0,20.8,none,no
REQ-100445,Facilities,Chat,Standard,Low,12.5,1,0,62.5,0.66,5,17,Tue,0,16.6,none,no
REQ-100446,Compliance,Phone,Standard,Standard,22.5,2,1,79.8,0.3,4,13,Wed,1,57.3,complexity,no
REQ-100447,Facilities,Email,Standard,Low,12.1,3,1,63.3,-0.51,4,12,Thu,0,21.8,none,no
REQ-100448,IT Support,Phone,Priority,Standard,23.5,2,0,57.7,-0.13,3,5,Fri,0,28.4,none,no
REQ-100449,Facilities,Portal,Standard,Standard,15.8,2,1,86.3,1.49,5,3,Wed,0,25.4,none,no
REQ-100450,IT Support,Portal,Standard,Urgent,7.4,2,0,86.9,0.19,5,11,Tue,0,20.6,none,no
REQ-100451,Customer Care,Phone,Priority,Standard,20.3,4,0,73.2,0.65,5,13,Tue,0,52.3,none,no
REQ-100452,Facilities,Portal,Standard,Standard,18.2,3,0,81.8,0.4,5,14,Mon,0,46.8,none,no
REQ-100453,IT Support,Phone,Standard,Standard,23.9,2,1,80.4,0.21,4,6,Tue,0,31.5,none,no
REQ-100454,IT Support,Email,Standard,Low,27.3,4,0,85.8,0.08,1,10,Fri,0,37.5,none,no
REQ-100455,IT Support,Phone,Standard,Standard,35.8,2,1,85.9,0.67,2,15,Tue,0,41.6,none,no
REQ-100456,Compliance,Email,Priority,Low,23.0,1,1,44.1,0.54,4,4,Tue,0,37.8,none,no
REQ-100457,Finance Ops,Portal,Standard,Urgent,17.8,2,1,74.9,0.2,2,8,Thu,0,25.8,none,no
REQ-100458,Customer Care,Portal,Standard,Standard,24.0,2,0,84.7,-0.52,1,17,Mon,0,33.9,none,no
REQ-100459,Facilities,Portal,Standard,Urgent,11.2,2,2,72.7,0.29,5,5,Tue,0,34.8,none,no
REQ-100460,Finance Ops,Phone,Standard,Urgent,10.6,3,1,78.5,,3,7,Fri,0,14.7,none,no
REQ-100461,IT Support,Portal,Standard,Urgent,39.0,2,2,87.8,-0.23,5,10,Mon,1,91.2,complexity,yes
REQ-100462,Compliance,Portal,Priority,Low,10.3,2,0,79.1,2.0,2,13,Tue,0,26.2,none,no
REQ-100463,HR Services,Portal,Standard,Urgent,8.1,1,0,97.6,-1.15,2,6,Wed,0,35.8,none,no
REQ-100464,Finance Ops,Portal,Standard,Standard,23.0,6,1,92.7,0.72,2,14,Tue,0,42.6,none,no
REQ-100465,Facilities,Phone,Standard,Standard,11.3,4,0,76.5,-0.65,2,6,Tue,0,33.5,none,no
REQ-100466,Facilities,Portal,,Standard,27.1,1,1,75.4,0.1,3,8,Tue,0,39.0,none,no
REQ-100467,Compliance,Chat,Standard,Standard,34.1,0,0,40.9,1.93,2,11,Tue,0,38.9,none,no
REQ-100468,IT Support,Portal,Priority,Low,9.0,0,1,73.8,-0.72,5,3,Fri,0,16.2,none,no
